,date,title,source,contents,link
0,2015.12.31.,"경찰, ‘한일협상 무효’ 주한 일본대사관 시위 대학생 30명 체포",KBS,한일 정부 간 '위안부 협상' 타결에 반발해 주한 일본대사관 건물에서 기습 시위를 한 대학생들이... 학생들은 오늘 정오쯤 대사관이 입주해 있는 건물 2층 로비에 들어가 한일협상을 거부한다는 내용의 손팻말과...,http://news.kbs.co.kr/news/view.do?ncd=3207911&ref=A
1,2015.12.31.,"'한일 U18 최강 교류전', 축구 꿈나무 성장 '초석'",스포츠월드,27일(일)부터 29일(화)까지 3일간 포항에서 열린 이번 대회는 한일 양국에서 총 12개 팀이 출전하며 사상... 한일 양국의 지도자들이 뽑은 최우수 선수에는 김정민(광주FC U18팀)과 하무라 유야(파지아노 오카야마 U18팀)가...,http://www.sportsworldi.com/content/html/2015/12/31/20151231002341.html?OutUrl=naver
2,2015.12.31.,"윤병세 외교부 장관 ""한일 위안부 합의, 대승적 관점에서 이해해 달라""",시사위크,"윤병세 외교부 장관이 한일 간 일본군 위안부 피해자 협상 타결과 관련해 비판 여론이 일자 ""앞으로 합의가... [시사위크=소미연 기자] 윤병세 외교부 장관이 한일 간 일본군 위안부 피해자 협상 타결과 관련해 비판 여론이...",http://www.sisaweek.com/news/articleView.html?idxno=60693
3,2015.12.31.,"“한일 위안부 합의 매국·굴욕 협상, 전면 무효다”",광주드림,광주지역 시민단체들이 31일 광주시청 잔디광장 소녀상 앞에서 지난 28일 한일 위안부 합의를 규탄하는... 관련한 한일 외교장관 회담 결과에 참담함을 감출 수 없다”고 밝혔다. 이들은 “일본군 위안부 피해 할머니들은...,http://www.gjdream.com/v2/news/view.html?news_type=201&uid=470239
4,2015.12.31.,"윤병세 ""한일 합의안, 자의적 해석 대상 아니다""",연합뉴스,"윤 장관은 또 ""(케리 장관은) 이번 합의가 신속하고 완전하게 이행돼 한일 양국간 관계 개선에 기여하고 상처 회복을 촉진하길 기대한다며 향후 협력해 나가기로 했다""고 전했다. 이밖에 윤 장관은 반기문 유엔 사무총장과...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20151231064700001&did=1195m
5,2015.12.31.,"靑 ""한일 양국 미래로 나가는 계기되어야""(종합)",노컷뉴스,[CBS 30일 오전 서울 중학동 일본대사관 앞에서 열린 '일본군 위안부 문제 한일 협상 폐기 촉구 기자회견' 에... 이상 한일관계가 경색되지 않고 일본 정부가 과거사를 직시하고 착실하게 합의를 이행해 나가서 양국이 함께...,http://www.nocutnews.co.kr/news/4526124
6,2015.12.31.,"대학생들 ""한일협상 무효""…촛불문화제로 새해 맞아",뉴시스,"= '한일 위안부 협의'에 반대하는 대학생들이 촛불문화제를 열어 한일협상 폐기를 촉구했다. 한일협상안폐기대학생대책위는 31일 오후 7시 서울 종로구 일본대사관 앞에서 '한일협상 폐기 촉구 문화제'를 열고 ""위안부...",http://www.newsis.com/ar_detail/view.html?ar_id=NISX20151231_0013811807&cID=10201&pID=10200
7,2015.12.31.,"성남 U-18, 한일 최강 교류전 최우수팀 선정...명가 부활 신호탄",OSEN,성남FC 18세 이하(U-18)팀(풍생고)이 한일 최강 교류전에서 최우수팀에 선정되며 명가 부활의 신호탄을 쏘아 올렸다. 성남은 에이치엠 스포츠(HM SPORTS)와 포항시가 공동 주최한 ‘제3회 2015 포항 한국 일본 U-18 최강...,http://www.osen.co.kr/article/G1110324693
8,2015.12.31.,[경향포토]한일협정 폐기하라 기습시위,경향신문,대학생들은 한일간의 위안부 협정을 폐기를 주장하며 시위를 벌였다. &lt;김정근 기자 jeongk@kyunghyang.com&gt; | 공식 SNS 계정 [경향 트위터] [페이스북] [세상과 경향의 소통 커뮤니티] 〈경향신문은...,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201512311341071&code=940100
9,2015.12.31.,"원주 청소년·대학생 ""위안부 한일 협상안 거부한다""",뉴스1,31일 원주시청 광장에 조성된 원주 평화의 소녀상 옆에 최근 한일 정부 간 이뤄진 일본군 위안부 문제에... 최근 한일 정부가 합의한 '일본군 위안부 문제' 협상안 폐기를 촉구하는 기자회견을 가졌다. '일본군 위안부...,http://news1.kr/articles/?2532045
10,2015.12.31.,"[오마이포토] ""대를 이은 매국적 한일협정 규탄""",오마이뉴스,[오마이뉴스권우성 기자] ⓒ 권우성 일본군위안부 피해자들에 대한 굴욕적인 한일협상에 반대하는 대학생들이 31일 오후 종로구 일본대사관앞 소녀상(평화비) 주위에서 한일협상 반대와 소녀상 이전 반대 밤샘농성을...,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002172237
11,2015.12.31.,"윤병세 외교부 장관 ""한일 위안부 합의, 대승적 관점에서 이해해 달라""",시사위크,"윤병세 외교부 장관이 한일 간 일본군 위안부 피해자 협상 타결과 관련해 비판 여론이 일자 ""앞으로 합의가... [시사위크=소미연 기자] 윤병세 외교부 장관이 한일 간 일본군 위안부 피해자 협상 타결과 관련해 비판 여론이...",http://www.sisaweek.com/news/articleView.html?idxno=60693
12,2015.12.31.,"“한일 위안부 합의 매국·굴욕 협상, 전면 무효다”",광주드림,광주지역 시민단체들이 31일 광주시청 잔디광장 소녀상 앞에서 지난 28일 한일 위안부 합의를 규탄하는... 관련한 한일 외교장관 회담 결과에 참담함을 감출 수 없다”고 밝혔다. 이들은 “일본군 위안부 피해 할머니들은...,http://www.gjdream.com/v2/news/view.html?news_type=201&uid=470239
13,2015.12.31.,"윤병세 ""한일 합의안, 자의적 해석 대상 아니다""",연합뉴스,"윤 장관은 또 ""(케리 장관은) 이번 합의가 신속하고 완전하게 이행돼 한일 양국간 관계 개선에 기여하고 상처 회복을 촉진하길 기대한다며 향후 협력해 나가기로 했다""고 전했다. 이밖에 윤 장관은 반기문 유엔 사무총장과...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20151231064700001&did=1195m
14,2015.12.31.,"원주 청년·학생 평화나비 ""51년 만에 다시 2차 굴욕한일협정""",연합뉴스,"문제 한일협상 폐기를 촉구했다. 이들은 이날 성명서를 통해 ""1964년 굴욕적 한일협정이 타결된 지 51년만에 다시 피해당사자인 위안부 할머니들이 제외된 채 다시 2차 굴욕한일협정이 성사됐다""면서 ""할머니들의...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=PYH20151231069000062&did=1196m
15,2015.12.31.,위안부 협상 무효 주장 대학생 30명 경찰 연행… “한일 협상 거부”,헤럴드POP,"경찰서 조사에 따르면 이들은 위안부 협상 타결 무효를 주장하며 ""위안부 협상 무효, 소녀상 이전 반대""와 ""대한민국 국민은 한일 협상을 거부한다""등의 플랜카드를 걸고 의견을 표한 것으로 조사됐다. popnews...",http://biz.heraldcorp.com/view.php?ud=201512312224532099887_1
16,2015.12.31.,"원주 청소년·대학생 ""위안부 한일 협상안 거부한다""",뉴스1,31일 원주시청 광장에 조성된 원주 평화의 소녀상 옆에 최근 한일 정부 간 이뤄진 일본군 위안부 문제에... 최근 한일 정부가 합의한 '일본군 위안부 문제' 협상안 폐기를 촉구하는 기자회견을 가졌다. '일본군 위안부...,http://news1.kr/articles/?2532045
