,date,title,source,contents,link
0,2016.12.31.,"日, '부산 소녀상' 설치 반발…한일 관계 새 변수",SBS,"위안부 합의를 거론하며, 한일 관계에도 바람직하지 않단 입장도 전달했습니다. 우리 정부는 외교공관... '소녀상에 대해 한국 정부가 적절히 해결되도록 노력한다'고 한 지난해 한일 위안부 합의 조항도 고려한 걸로...",http://news.sbs.co.kr/news/endPage.do?news_id=N1003966110&plink=ORI&cooper=NAVER
1,2016.12.31.,한일 위안부 문제 졸속합의 국제사회 분노 이유,브레이크뉴스,28일 한일 양국이 합의한 한·일 일본군위안부 협상 타결을 발표 한지 일 년이 지났다. 지난해 12월29일 황교안 대통령 권한대행 국무총리는 서울 광화문 식당에서 오찬 기자간담회에서 재협상 주장이 제기되는 한일...,http://www.breaknews.com/sub_read.html?uid=482684§ion=sc1
2,2016.12.31.,'한일 위안부 합의 폐기하라',뉴스1,"한일 정부의 위안부 합의에 반발하는 어린이 소녀상의 춤사위로 공연무대가 펼쳐지고 있다. 2016.12.31/뉴스1 bynaeil@news1.kr ▶ 놓치면 후회! 최신 만화 보기 / 2017년 나의 운세 보기 [© 뉴스1코리아(news1.kr), 무단...",http://news1.kr/photos/view/?2317557
3,2016.12.30.,"부산 日영사관앞 소녀상 설치, 한일관계 '파장' 촉각(종합)",연합뉴스,향후 한일관계에 어떤 영향을 줄지 관심이 쏠린다. 소녀상 설치 불허에 대한 비난 여론이 들끓자 부산... 향후 이번 사안에 대해 한일 양국의 외교 당국이 어떻게 접근하느냐에 따라 한동안 이어진 전반적인 한일관계 개선...,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20161230124051014&did=1195m
4,2016.12.30.,"일본 언론 ""부산 위안부 소녀상, 한일 관계 악영향""",오마이뉴스,"ⓒ NHK 일본 언론이 30일 부산 동구청의 주한 일본총영사관 앞 위안부 소녀상 설치 허용을 일제히 보도하며 '한일 관계에 악영향을 끼칠 것'이라고 전망했다. 일본 NHK는 ""부산 동구청이 전날 부산의 일본총영사관 앞에...",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002275376
5,2016.12.30.,한일위안부 합의 폐기 및 소녀상 철거 반대 문화제,뉴시스,= 30일 오후 서울 종로구 구 주한일본대사관 앞에서 열린 한일위안부 합의 폐기 및 소녀상 철거 반대 문화제에서 플룻연주자 변미솔(왼쪽) 학생이 일본군 '위안부' 피해자 할머니들을 추모하는 연주를...,http://www.newsis.com/pict_detail/view.html?pict_id=NISI20161230_0012539358
6,2016.12.30.,"올해 마지막 수요집회…""한일 일본군 위안부 합의 폐기하라""",tbs 교통방송,"[tbs 장행석 기자] 제1263차, 2016년 마지막 수요집회 추운 날씨에 많은 학생들이 모여서 외쳤습니다. ""한일 정부간 일본군 위안부 합의를 폐기하라"" #수요집회 #소녀와_꽃 #위안부_합의_폐기 #소녀상",http://www.tbs.seoul.kr/news/bunya.do?method=daum_html2&typ_800=6&seq_800=10193526
7,2016.12.30.,"민주당 ""12.28 한일 합의, 유지할 이유 없어""",일요신문,"냈다""라며 ""한일 ‘위안부’ 합의 이후 일본 정부의 외교부로 전락해 아베 총리의 털끝 망언, 진주만... 이어 박 대변인은 "" 황교안 권한대행이 한일 ‘위안부’ 합의와 관련해 “국가 간 협의를 거쳐 결정된 것이라는...",http://ilyo.co.kr/?ac=article_view&entry_id=223300
8,2016.12.30.,"""日영사관앞 소녀상, 한일 위안부 합의 폐기 신호탄""",연합뉴스,"김미진 부산우리겨레하나 운영위원장 그는 ""시민의 힘으로 일본영사관 앞 소녀상을 건립한 것은 지난해 한일 위안부 합의를 무효로 하는 신호탄이 될 것""이라고 평가했다. 김 위원장은 ""일본 정부는 한일 위안부 합의를...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20161230148000051&did=1195m
9,2016.12.30.,"한일병원, 환우 위한 희망·사랑 나눔콘서트 개최",메디파나뉴스,"한일병원(원장 박현수)은 29일(목) 오후 4시 30분 1층 로비에서 다사다난했던 한 해를 마감하고 2017년을 더욱... 한국전력공사와 한일병원이 주최하는 희망·사랑 나눔콘서트에는 환자 및 보호자, 병원 임직원 등 약...",http://medipana.com/news/news_viewer.asp?NewsNum=193408&MainKind=A&NewsKind=5&vCount=12&vKind=1
