,date,title,source,contents,link
0,2014.12.31.,"서울 주요 도심 4곳서 동공 41개 탐지, 한일 공동 조사..함몰 위험은 적어",파이낸셜뉴스,동공탐사 현황도 서울시가 일본 동공탐사 용역업체인 지오서치와 주요 도심지 4개 지역(총연장 61.3㎞)을 탐사한 결과 41개의 지하 동공이 발견됐다. 시는 지난 11월 30일부터 12월 4일까지 최첨단 탐사장비를 동원해...,http://www.fnnews.com/news/201412310844364334
1,2014.12.31.,새해 남북·한일관계 전망 '흐림',내일신문,"예상 … 한일정상회담 가능성 낮아 광복 70년, 분단 70년을 맞는 2015년이 밝아오고 있다. 우여곡절 끝에 지난해 1차례 고위급접촉으로 대화를 마감했던 남북이 올해는 평탄한 길을 걸을 수 있을까. 한일 국교정상화...",http://www.naeil.com/news_view/?id_art=134134
2,2014.12.31.,6·3세대 정치인 서청원·문희상…한일 수교 50주년 특별 인터뷰,매일경제,한일의원연맹 회장을 맡게 된 서 최고위원은 남북 통일을 위해서도 한·일 관계가 정상적으로 복원돼야... 오는 14일 한일의원연맹 간사단 등과 함께 일본을 방문할 예정인 서 최고위원은 아베 신조 일본 총리 등과 만나...,http://news.mk.co.kr/news_forward.php?domain=news&no=1585351&year=2014
3,2014.12.30.,이경희 한일교통 대표 법무부장관상 수상,전북도민일보,이경희 (유)한일교통 대표이사 이경희 (유)한일교통 대표이사가 범죄예방에 이바지한 공로를 인정받아 법무부장관 표창을 수상했다. 전주지방검찰청은 12월 30일 범죄예방에 기여한 공로로 이경희 한일교통 대표이사에게...,http://www.domin.co.kr/news/articleView.html?idxno=1051998
4,2014.12.31.,[사설] 한일관계 새로운 50년 역사를 써 나가야,한국일보,새해를 맞은 국가적 다짐에서 빼놓을 수 없는 것이 한일 정치관계의 전면적 회복이다. 양국 정상이 제대로... 그에 앞서 이 문제를 포함해 다양한 각도에서 한일 관계 정상화를 위한 사회적 논의부터 활발해지길 기대한다....,http://www.hankookilbo.com/v/6e4a33853d78437bab69c3c7bacd5485
5,2014.12.31.,강제징용 피해자들 “新한일협정 체결해야”,매일경제,이 때문에 ‘신(新) 한일협정’을 체결해야 한다는 주장이다. 하지만 전문가들은 일본 정부 태도가 달라지지 않는 한 현재로서는 불가능하다는 입장이다. 학계에 따르면 한일협정은 첫 단추부터 잘못 끼워졌다는 분석이...,http://news.mk.co.kr/news_forward.php?domain=news&no=1584811&year=2014
6,2014.12.31.,"[강만길-와다 하루키 교수 대담]“한일병합 조약 원천무효, 양국 공식선언하고...",경향신문,"일본과 한국의 관계를 보면 1965년 한일협정 조약을 맺었으나 하나의 조항을 놓고 각자의 입맛에 맞게만... 1965년 맺어진 한일협정에서는 일본이 1910년부터 1945년까지 우리 땅을 합법적으로 지배했느냐, 침략적으로...",http://www.khan.co.kr/kh_news/art_view.html?artid=201412312134005&code=910302
7,2014.12.30.,"JYJ 매거진, 한일 동시 발매 '제주 명소까지?' 기대",한강타임즈,"[한강타임즈 이유진 기자] 그룹 JYJ의 매거진 'The JYJ 4호'의 표지가 공개돼 화제다. 30일 JYJ 소속사 씨제스 엔터테인먼트는 ""1월 한-일 동시 발매되는 JYJ매거진 4호의 표지를 공개한다""며 ""이번 매거진은 지난...",http://www.hg-times.com/news/articleView.html?idxno=78740
8,2014.12.30.,"2014 한일 U-18 스토브리그, 성공적인 마무리",마이데일리,[ 포항과 목포에서 개최된 2014 한일 18세 이하(U-18) 축구 스토브리그가 명분과 실리를 모두 얻으며... 한일전은 기술적으로도 정신적으로도 배울 점이 많다”고 말했다. V-VAREN 나가사키 U-18 사이토 나가유키 감독은...,http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201412301315422231&ext=na
9,2014.12.30.,[인사]한일시멘트그룹,그린포스트코리아,&lt;한일시멘트&gt; ▲상무보 전재철 김영진 &lt;한일산업&gt; ▲전무 홍순거 ▲상무보 권구석 &lt;서울랜드&gt; ▲부사장 김탁현 ▲전무 김치정 박동환 ▲상무 김대중 박용택 ▲이사대우 유충구 김응태,http://www.greenpostkorea.co.kr/news/articleView.html?idxno=43164
10,2014.12.30.,"주니어 나이츠, 2014 한일 다문화 교류전 성공적으로 마쳐",점프볼,[점프볼=최창환 기자] 서울 SK 주니어 나이츠가 2014년 한ㆍ일 다문화 교류전을 성공적으로 마쳤다. 강남지점 유소년 농구 클럽이 주최하고 SK 주니어 나이츠 강남점이 주관한 이번 교류전은 지난 28일 오전 9시 30분부터...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=065&aid=0000100283
11,2014.12.29.,"한일시멘트, 최형기 서울랜드 사장 내정",뉴시스,2014.12.29 (사진 = 한일시멘트 제공) photo@newsis.com = 한일시멘트그룹은 최형기(56) 서울랜드 부사장을 대표이사 사장으로 내정하는 등 총 12명 규모 임원 승진인사를 단행했다. 최형기 서울랜드 대표이사...,http://www.newsis.com/ar_detail/view.html?ar_id=NISX20141229_0013383384&cID=10201&pID=10200
12,2014.12.29.,"한미일 군사정보공유 약정 체결, 한일관계 풀릴까",비즈니스포스트,"2012년 무산된 한일 군사정보포괄보호협정이 미국을 매개로 부활한 것 아니냐는 지적과 함께 경색된... 박완주 새정치민주연합 원내대변인은 ""일본의 왜곡된 역사인식으로 한일 정상회담이 2년 동안 추진되지 않는 등...",http://www.businesspost.co.kr/news/articleView.html?idxno=8027
13,2014.12.29.,"문희상 ""한일 군사정보협정 MOU 꼼수""",노컷뉴스,문희상 비상대책위원장은 29일 회의에서 “새정치민주연합은 한미 동맹과 한미일 공조의 기본틀에 한 번도 이의를 단 적이 없다”고 전제하면서 “정부가 국민 반대로 무산된 한일 군사정보 협정을 미국을 끼워 넣어...,http://www.nocutnews.co.kr/news/4346051
14,2014.12.29.,"한일, 관계개선 필요성에 공감…전망은 '불투명'",연합뉴스,"대화 나누는 한일 외교차관 29일 서울 외교부 청사에서 조태용 외교부 1차관(오른쪽)과 사이키 아키타카... 2014.12.29 swimmer@yna.co.kr ""일본측, 과거사 문제 전향적인 입장 표명은 없어"" 한일 양국의 외교차관이 지난 24일 3기...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20141229171000043&did=1195m
15,2014.12.29.,"한일 외교차관 ""내년 양국관계 전환점 되도록 노력""",연합뉴스,악수하는 한일 외교 차관 조태용 외교부 1차관(오른쪽)이 29일 서울 종로구 세종로 외교부 청사에서 사이키... 한일 양국은 29일 서울에서 조태용 외교부 1차관과 사이키 아키타카(齋木昭隆) 일본 외무성 사무차관 간...,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20141229165200043&did=1195m
16,2014.12.31.,[명퇴 프로필]한일용 前 도교육청 교육복지과장,한라일보,"한일용(57) 지방서기관은 1981년 8월 초임 발령돼 2008년 3월 지방교육행정사무관, 2014년 1월 지방서기관으로 승진했다. 2015년 1월1일자로 명퇴하며 지방부이사관으로 특별승진됐다. 33년 4개월간의...",http://www.ihalla.com/read.php3?aid=1419951600485758042
17,2014.12.29.,한일 차관협의회 참석차 외교부 방문한 아키타카 일본 외무성 차관,뉴시스,= 사이키 아키타카 일본 외무성 차관이 조태용 외교부 1차관과 한일 차관협의를 하기 위해 29일 오후 서울 도렴동 외교부 청사로 들어서고 있다. 2014.12.29. photo@newsis.com [사진 영상 제보받습니다] 공감언론...,http://www.newsis.com/pict_detail/view.html?pict_id=NISI20141229_0010480776
18,2014.12.30.,제35회 인천-시즈오카 한일친선레슬링대회,인천일보,"인천-시즈오카 한일 친선 레슬링대회’에 참가한다고 밝혔다. 이번 대회에 인천선수단은 이덕인 인천광역시레슬링협회 회장을 단장으로 해서 임원 4명, 선수 14명 등 모두 18명이 참가한다. 한일 양국에서 매년...",http://www.incheonilbo.com/?mod=news&act=articleView&idxno=542496
