,date,title,source,contents,link
0,2011.12.31.,"이충성 사우스햄튼 이적 가능성↑, 사우스햄튼 승격하면 EPL 한일전",뉴스엔,한국계 축구선수 이충성(리 타다나리)가 사우스햄튼 이적 가능성이 있는 것으로 알려졌다. 일본 스포츠닛폰은 12월 31일자 보도로 일본 축구선수 이충성(리 타다나리)가 잉글랜드 2부리그(챔피언십) 사우스햄튼 이적...,http://www.newsen.com/news_view.php?uid=201112311156571001
1,2011.12.30.,"한일시멘트 허기호 사장, 부회장 승진",내일신문,[내일신문] 한일시멘트그룹은 허기호 한일시멘트 대표이사 사장을 대표이사 부회장으로 승진발령하는 등 14명의 임원 승진인사를 실시했다고 29일 밝혔다. 신임 허 부회장은 허정섭 명예회장의 장남으로 성균관대...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=086&aid=0002088669
2,2011.12.30.,한일도 포항시 청소과장 녹조근정훈장 수상 영예,경북일보,"한일도(사진) 포항시 청소과장이 2011년 공직복무 우수공무원 포상행사에서 녹조근정훈장을 받았다. 29일... 한일도 과장은 ""공직자로서 맡은 바 업무에 충실히 해왔을 뿐인데 이렇게 큰상을 받으니 큰 부담이 된다""며...",http://www.kyongbuk.co.kr/main/news/news_content.php?id=566041&news_area=080&news_divide=&news_local=10&effect=4
3,2011.12.30.,동양그룹ㆍ한일시멘트 3세시대 개막,헤럴드POP,시멘트사업에서 출발한 동양그룹과 한일시멘트의 3세 경영이 본격화됐다. 동양그룹은 현재현 회장의... 한일시멘트도 허기호(45ㆍ사진) 한일시멘트 대표이사 사장을 대표이사 부회장으로 승진발령하는 등 14명의 임원...,http://biz.heraldm.com/common/redirect.jsp?category_id=010107030100&news_id=20111230000021
4,2011.12.29.,한일시멘트 허기호 사장 부회장 승진,연합뉴스,한일시멘트 허기호 대표이사 부회장 허정섭 명예회장 장남..14명 임원 승진인사 한일시멘트그룹은 허기호 한일시멘트 대표이사 사장을 대표이사 부회장으로 승진발령하는 등 14명의 임원 승진인사를 단행했다고 29일...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0005442686
5,2011.12.30.,<신간> 한일병합조약의 역사적·국제법적 재조명,법률저널,"아시아사회과학연구원(원장 이장희, 한국외대 로스쿨 교수)이 최근 신간도서 『1910년 ‘한일병합조약’의... 『1910년 ‘한일병합조약’의 역사적·국제법적 재조명』은 이런 흐름 위에서 일본의 식민지배와 침략전쟁의...",http://news.lec.co.kr/gisaView/detailView.html?menu_code=10&gisaCode=L001002006640005&tblName=tblNews
6,2011.12.29.,"한일단조공업, 37억원 공급계약 체결",조선비즈,한일단조공업은 29일 미국 핸드릭슨 사와 37억9932만원(매출액 대비 4.19%)의 브레이크 스파이더 조립체 계약을 체결했다고 공시했다. chosunbiz.com,http://biz.chosun.com/site/data/html_dir/2011/12/29/2011122901232.html
7,2011.12.29.,"한일단조, 37억 규모 공급계약",뉴스토마토,한일단조(024740)공업은 미국 헨드릭슨사와 37억9932만9072원 규모의 브레이크 스파이더 조립체 공급계약을 체결했다고 29일 공시했다. 이는 최근 매출액의 4.19% 규모다. Dreamofana@etomato.com,http://news.etomato.com/pagelog/popup_log.asp?newsseq=212528
8,2011.12.29.,동양·한일시멘트 3세 경영 속도 낸다… 동양그룹 상무보 현승담-‘시멘트’ ...,국민일보,시멘트 사업을 모태로 한 동양그룹과 한일시멘트그룹이 나란히 3세 경영에 박차를 가하고 있다. 동양그룹은... 한일시멘트그룹을 창업한 고 허채경 회장의 손자인 허기호 한일시멘트 사장도 이날 그룹 인사에서 대표이사...,http://news.kukinews.com/article/view.asp?page=1&gCode=kmi&arcid=0005695124&cp=nv
9,2011.12.29.,[유가증권시장 공시] 현대건설 / 한일시멘트 / 현대상선 등,매일경제,"◇한일시멘트＝대표이사가 허동섭, 허기호 씨에서 허동섭, 허기호, 원인상 씨로 변경. ◇현대상선＝지배권 유지 위해 900억원 들여 현대증권 우선주 1058만주 취득 결정. ◇교보증권＝시선알디아이 고발건에 대해...",http://news.mk.co.kr/news_forward.php?domain=news&no=840492&year=2011
